,PD,PF,FIR,Balance,InferenceTotal(ms),InferenceTime(ms_per_sample),InferencePerModel(ms_per_sample_per_model)
0,0.3636363305785154,0.3103448168846615,0.3076922840236705,0.4993640918158434,5.143424034118652,0.1285856008529663,0.02571712017059326
1,0.4999999583333368,0.17857142219387778,0.5454544958677732,0.6245750444556135,5.15664005279541,0.12891600131988526,0.02578320026397705
2,0.5833332847222263,0.28571427551020445,0.46666663555555765,0.6427579260146628,3.8330559730529785,0.09582639932632446,0.01916527986526489
3,0.41666663194444736,0.28571427551020445,0.3846153550295881,0.540701368651421,5.293727874755859,0.13234319686889648,0.026468639373779298
4,0.3333333055555579,0.21428570663265334,0.39999996000000404,0.5048420224067198,5.28604793548584,0.132151198387146,0.0264302396774292
5,0.41666663194444736,0.49999998214285774,0.26315788088642733,0.45673312247575193,3.7535998821258545,0.09383999705314636,0.018767999410629274
6,0.41666663194444736,0.14285713775510223,0.5555554938271674,0.5753319060168194,3.8165760040283203,0.09541440010070801,0.0190828800201416
7,0.6666666111111158,0.4285714132653067,0.399999980000001,0.6160829487920794,8.432319641113281,0.21080799102783204,0.042161598205566406
8,0.41666663194444736,0.24999999107142887,0.41666663194444736,0.5512362459919755,7.555776119232178,0.18889440298080445,0.037778880596160885
9,0.4545454132231443,0.32142855994898,0.3571428316326549,0.5523187376119114,3.7521920204162598,0.09621005180554512,0.019242010361109025
Average,0.4568181431301686,0.2917487580915277,0.4096951548767291,0.5563943414232798,5.202335953712463,0.13029892397232543,0.02605978479446509
