,PD,PF,FIR,Balance,InferenceTotal(ms),InferenceTime(ms_per_sample),InferencePerModel(ms_per_sample_per_model)
0,0.9999999736842113,0.11682242936064285,0.6031745936004033,0.9173940680044009,9.669407844543457,0.038370666049775626,0.007674133209955125
1,0.9473683961218844,0.14018691523277144,0.5454545371900827,0.8941169113378744,9.116479873657227,0.03617650743514773,0.007235301487029545
2,0.8947368185595574,0.11682242936064285,0.5762711766733699,0.8888068856253097,12.723360061645508,0.05048952405414884,0.010097904810829767
3,0.9736841849030479,0.17289719545375143,0.49999999324324335,0.8763352064652399,10.027168273925781,0.03979035029335627,0.007958070058671255
4,0.9736841849030479,0.12149532653506857,0.58730157797934,0.912097677806329,18.459840774536133,0.07325333640688941,0.014650667281377884
5,0.9999999729729737,0.07476635479081142,0.6981131943752228,0.9471322035228145,9.958208084106445,0.03967413579325277,0.007934827158650555
6,0.9999999729729737,0.20560747567473142,0.45679011781740597,0.854613559687748,15.285759925842285,0.06089944193562664,0.012179888387125326
7,0.9999999729729737,0.07943925196523714,0.685185172496571,0.9438279662429908,13.722240447998047,0.054670280669314925,0.010934056133862986
8,0.9189188940832732,0.07476635479081142,0.6799999864000003,0.9220123293546186,10.315584182739258,0.041097944951152425,0.008219588990230484
9,0.94594592037984,0.14485981240719714,0.5303030222681361,0.8906697462405054,11.795392036437988,0.04699359377066928,0.009398718754133855
Average,0.9654338291553783,0.12476635455716659,0.5862593372043775,0.9047006554287831,12.107344150543213,0.048141578135933394,0.009628315627186678
