,PD,PF,FIR,Balance,InferenceTotal(ms),InferenceTime(ms_per_sample)
0,0.9210526073407209,0.06542056044196,0.7142856997084551,0.9274998602200019,3.9546239376068115,0.015692952133360364
1,0.9736841849030479,0.11682242936064285,0.5967741839229971,0.915324141203235,7.885663986206055,0.031292317405579584
2,0.9736841849030479,0.07943925196523714,0.685185172496571,0.9408260324255108,5.969727993011475,0.02368939679766458
3,0.9473683961218844,0.08411214913966286,0.6666666543209879,0.929839685862748,6.319392204284668,0.025076953191605824
4,0.9210526073407209,0.1635514011049,0.49999999285714297,0.8715831950033909,7.307551860809326,0.02899822166987828
5,0.9729729466764069,0.06074766326753429,0.7346938625572681,0.9529854267071258,8.141951560974121,0.032438054027785344
6,0.94594592037984,0.09813084066293999,0.624999988839286,0.9207803515130308,5.03334379196167,0.02005316251777558
7,0.9729729466764069,0.08411214913966286,0.6666666543209879,0.9375287456334946,6.6439361572265625,0.02646986516823332
8,0.9729729466764069,0.11682242936064285,0.5901639247514111,0.9152122013109235,18.95801544189453,0.07552994199957981
9,0.9999999729729737,0.14953270958162285,0.5362318762864946,0.8942644070456341,5.151584148406982,0.02052423963508758
Average,0.9601706713991456,0.10186915840248056,0.6315668010061601,0.9205844046925096,7.53657910823822,0.029976510454655027
