,PD,PF,FIR,Balance,InferenceTotal(ms),InferenceTime(ms_per_sample)
0,0.9090908264462886,0.3448275743162905,0.4999999750000012,0.7478388076595889,1.9154880046844482,0.04788720011711121
1,0.6666666111111158,0.3928571288265311,0.4210526094182837,0.6356870357659683,1.5903680324554443,0.039759200811386106
2,0.8333332638888947,0.49999998214285774,0.41666664930555625,0.6273220002007183,1.8318079710006714,0.04579519927501678
3,0.4999999583333368,0.3928571288265311,0.35294115570934376,0.5503686146761491,1.1815680265426636,0.02953920066356659
4,0.6666666111111158,0.35714284438775556,0.4444444197530878,0.6545566910146292,1.6442240476608276,0.041105601191520694
5,0.41666663194444736,0.28571427551020445,0.3846153550295881,0.540701368651421,1.6418880224227905,0.04104720056056976
6,0.7499999375000053,0.28571427551020445,0.5294117335640156,0.7315482552856825,2.132960081100464,0.0533240020275116
7,0.5833332847222263,0.14285713775510223,0.636363578512402,0.6885362674178985,3.553760051727295,0.08884400129318237
8,0.6666666111111158,0.46428569770408223,0.38095236281179223,0.5958512914528153,3.1482560634613037,0.0787064015865326
9,0.7272726611570308,0.32142855994898,0.47058820761245834,0.7019257470836815,3.3915839195251465,0.08696369024423453
Average,0.6719696397325576,0.3487684604928539,0.4537036046716528,0.6474336079208551,2.2031904220581056,0.05529716977706321
