,PD,PF,FIR,Balance,InferenceTotal(ms),InferenceTime(ms_per_sample)
0,0.5526315644044325,0.1261682237094943,0.43749999088541686,0.6713231542675737,5.659711837768555,0.022459173959399028
1,0.9999999736842113,0.35046728808192856,0.3362831828647506,0.7521822040132083,4.4527997970581055,0.017669840464516293
2,0.7631578746537402,0.1635514011049,0.453124992919922,0.7964769630460604,4.242976188659668,0.016837207097855824
3,0.9473683961218844,0.16822429827932572,0.49999999305555565,0.8753615222767174,3.9057600498199463,0.015499047816745819
4,0.8947368185595574,0.18224298980260287,0.46575341827735045,0.8511832591756641,3.665343999862671,0.014545015872470916
5,0.8378378151935726,0.16822429827932572,0.46268656025840954,0.8347789530465846,4.8941121101379395,0.019498454622063503
6,0.9189188940832732,0.24299065307013715,0.39534883261222287,0.818866619288256,3.917088031768799,0.015605928413421509
7,0.7297297100073051,0.14485981240719714,0.46551723335315115,0.783170118637463,3.742687940597534,0.014911107333057906
8,0.8918918677867064,0.23831775589571141,0.3928571381802722,0.8149557876805993,3.6844799518585205,0.014679202995452273
9,0.8918918677867064,0.22897196154686,0.402439019482451,0.8209531801102521,7.594111919403076,0.030255425973717436
Average,0.8428164782281391,0.2014018682177483,0.43115103618895023,0.8019251761542379,4.575907182693482,0.01819604045487005
